EMPTY findGo
EMPTY tasks/AirdropNameVoucher
EMPTY tasks/addCatalog
EMPTY tasks/checkDapperTx
EMPTY tasks/client
EMPTY tasks/collectionDataTest
EMPTY tasks/dandy
EMPTY tasks/dapperMarket
EMPTY tasks/event
EMPTY tasks/findDapperMarket
EMPTY tasks/mainnetMarket
EMPTY tasks/mainnetMarketListingEnquiry
EMPTY tasks/nfg
EMPTY tasks/partyMansion
EMPTY tasks/registerGift
EMPTY tasks/testnetMarket
EMPTY tasks/testnetUser
EMPTY utils
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:531
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:51
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> bcbd4c983f14db0714062983bb44c0fc5a2e060def1ed8ddf598f35d07037228:79:16
        	            	   |
        	            	79 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).auctionBidMarketSoft
        	            		/Users/bjartek/dev/find/test_utils.go:525
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func1
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:51
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:532: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:532
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:51
        	Error:      	event not found FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "active_ongoing",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    event.go:321: === Events ===
    test_utils.go:491: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:491
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:53
        	Error:      	Not equal: 
        	            	expected: "finished_completed"
        	            	actual  : "active_listed"
        	            	
        	            	Diff:
        	            	--- Expected
        	            	+++ Actual
        	            	@@ -1 +1 @@
        	            	-finished_completed
        	            	+active_listed
        	Test:       	TestMarketAuctionSoft
    test_utils.go:492: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:492
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:53
        	Error:      	Not equal: 
        	            	expected: 15
        	            	actual  : 10
        	Test:       	TestMarketAuctionSoft
    test_utils.go:853: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:853
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:54
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	error: panic: This account does not have a bid collection
        	            	  --> 103e79fb3cc21ab8e200be2482b9856c264c2886ac5c2c8116231b5ddf30dc02:19:117
        	            	   |
        	            	19 |         self.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic("This account does not have a bid collection")
        	            	   |                                                                                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/fulfillMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).fulfillMarketAuctionSoft
        	            		/Users/bjartek/dev/find/test_utils.go:847
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func1
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:54
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:854: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:854
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:54
        	Error:      	event not found FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "sold",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:854: === Events ===
    test_utils.go:531: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:531
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:69
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	  --> 40a49233da5e47a2ae34dcf7d072f53bb3195554ad1558983c3c8c70a2fdc41f:79:16
        	            	   |
        	            	79 | 		self.pointer= FindViews.createViewReadPointer(address: address, path:nft.publicPath, id: item.getItemID())
        	            	   | 		              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	error: unexpectedly found nil while forcing an Optional value
        	            	   --> 179b6b1cb6755e31.FindViews:351:17
        	            	    |
        	            	351 |         let cap=	getAccount(address).capabilities.get<&{ViewResolver.ResolverCollection}>(path)!
        	            	    |                 	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/bidMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).auctionBidMarketSoft
        	            		/Users/bjartek/dev/find/test_utils.go:525
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func3
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:69
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:532: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:532
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:69
        	Error:      	event not found FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "active_ongoing",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:532: === Events ===
    test_utils.go:491: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:491
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:71
        	Error:      	Not equal: 
        	            	expected: "finished_completed"
        	            	actual  : "active_listed"
        	            	
        	            	Diff:
        	            	--- Expected
        	            	+++ Actual
        	            	@@ -1 +1 @@
        	            	-finished_completed
        	            	+active_listed
        	Test:       	TestMarketAuctionSoft
    test_utils.go:492: 
        	Error Trace:	/Users/bjartek/dev/find/test_utils.go:492
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:71
        	Error:      	Not equal: 
        	            	expected: 15
        	            	actual  : 10
        	Test:       	TestMarketAuctionSoft
    test_utils.go:853: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:853
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:72
        	Error:      	Received unexpected error:
        	            	execution error code 1: [Error Code: 1101] error caused by: 1 error occurred:
        	            		* transaction execute failed: [Error Code: 1101] cadence runtime error: Execution failed:
        	            	error: panic: This account does not have a bid collection
        	            	  --> 688658f16ec780eebc56372a8ee894753ec8609b26dbad2da12bd244b1aa7e1f:19:117
        	            	   |
        	            	19 |         self.bidsReference= account.storage.borrow<&FindMarketAuctionSoft.MarketBidCollection>(from: storagePath) ?? panic("This account does not have a bid collection")
        	            	   |                                                                                                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        	            	
        	            	
        	            	
        	            	transaction=./transactions/fulfillMarketAuctionSoftDapper.cdc
        	            	github.com/bjartek/overflow.OverflowInteractionBuilder.Send
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/interaction_builder.go:638
        	            	github.com/bjartek/overflow.(*OverflowState).Tx
        	            		/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/state.go:585
        	            	github.com/findonflow/find.(*OverflowTestUtils).fulfillMarketAuctionSoft
        	            		/Users/bjartek/dev/find/test_utils.go:847
        	            	github.com/findonflow/find.TestMarketAuctionSoft.func3
        	            		/Users/bjartek/dev/find/market_auction_soft_test.go:72
        	            	testing.tRunner
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/testing/testing.go:1595
        	            	runtime.goexit
        	            		/opt/homebrew/Cellar/go/1.21.6/libexec/src/runtime/asm_arm64.s:1197
        	Test:       	TestMarketAuctionSoft
    test_utils.go:854: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:208
        	            				/Users/bjartek/dev/find/test_utils.go:854
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:72
        	Error:      	event not found FindMarketAuctionSoft.EnglishAuction, overflow.OverflowEvent{
        	            	  Id: "",
        	            	  Fields: map[string]interface {}{
        	            	    "amount": 15.0,
        	            	    "buyer": "0xe2f72218abeec2b9",
        	            	    "id": 9943947977234055170,
        	            	    "status": "sold",
        	            	  },
        	            	  TransactionId: "",
        	            	  EventIndex: 0,
        	            	  Name: "",
        	            	  Addresses: map[string][]string(nil),
        	            	}
        	Test:       	TestMarketAuctionSoft
    test_utils.go:854: === Events ===
    test_utils.go:531: 
        	Error Trace:	/Users/bjartek/go/pkg/mod/github.com/bjartek/overflow@v1.14.1-0.20240201172206-df28bd63430b/result.go:167
        	            				/Users/bjartek/dev/find/test_utils.go:531
        	            				/Users/bjartek/dev/find/market_auction_soft_test.go:78
